filename,width,height,class,xmin,ymin,xmax,ymax
001921.jpg,1920,1080,car,383,173,410,194
001921.jpg,1920,1080,truck,340,168,383,210
001921.jpg,1920,1080,truck,548,145,603,208
001922.jpg,1920,1080,truck,325,143,370,199
001922.jpg,1920,1080,car,405,193,444,225
001922.jpg,1920,1080,car,366,219,416,262
001922.jpg,1920,1080,car,375,251,434,303
001922.jpg,1920,1080,car,501,376,598,466
001922.jpg,1920,1080,car,654,521,793,653
001922.jpg,1920,1080,car,847,806,1069,1000
001922.jpg,1920,1080,truck,370,380,591,690
001922.jpg,1920,1080,truck,372,660,839,1080
001923.jpg,1920,1080,truck,562,149,637,222
001923.jpg,1920,1080,truck,339,175,411,260
001923.jpg,1920,1080,car,397,179,428,203
001923.jpg,1920,1080,car,412,196,450,228
001923.jpg,1920,1080,car,424,210,469,243
001923.jpg,1920,1080,car,728,249,784,294
001923.jpg,1920,1080,car,1414,753,1662,944
001924.jpg,1920,1080,bus,997,331,1134,467
001924.jpg,1920,1080,car,677,225,724,261
001924.jpg,1920,1080,car,587,191,620,219
001924.jpg,1920,1080,car,642,242,695,284
001924.jpg,1920,1080,car,330,168,362,196
001924.jpg,1920,1080,car,502,177,541,211
001925.jpg,1920,1080,car,605,468,723,567
001925.jpg,1920,1080,car,424,217,474,258
001925.jpg,1920,1080,car,618,230,675,273
001925.jpg,1920,1080,truck,611,164,682,242
001926.jpg,1920,1080,car,722,247,778,290
001926.jpg,1920,1080,car,534,346,615,414
001926.jpg,1920,1080,car,385,310,455,389
001926.jpg,1920,1080,car,422,206,471,246
001926.jpg,1920,1080,car,374,168,402,192
001926.jpg,1920,1080,car,323,162,348,181
001927.jpg,1920,1080,car,381,321,452,383
001927.jpg,1920,1080,car,596,219,642,260
001927.jpg,1920,1080,car,711,279,775,344
001927.jpg,1920,1080,car,823,291,893,342
001927.jpg,1920,1080,car,910,355,1042,503
001927.jpg,1920,1080,bus,560,164,631,241
001927.jpg,1920,1080,chemical_vehicle,603,158,666,236
001928.jpg,1920,1080,truck,338,162,397,247
001928.jpg,1920,1080,truck,331,145,375,209
001928.jpg,1920,1080,car,399,178,433,206
001928.jpg,1920,1080,car,1777,895,1920,1073
001928.jpg,1920,1080,car,1336,570,1504,682
001928.jpg,1920,1080,car,998,465,1130,568
001928.jpg,1920,1080,car,1027,389,1131,458
001928.jpg,1920,1080,car,827,354,934,443
001928.jpg,1920,1080,car,704,290,772,342
001928.jpg,1920,1080,car,728,240,784,288
001928.jpg,1920,1080,car,649,237,704,293
001929.jpg,1920,1080,car,1293,656,1467,793
001929.jpg,1920,1080,car,993,366,1104,450
001929.jpg,1920,1080,car,732,297,803,353
001929.jpg,1920,1080,car,601,225,651,264
001929.jpg,1920,1080,truck,416,133,460,176
001929.jpg,1920,1080,truck,329,147,376,207
001929.jpg,1920,1080,bus,349,227,453,348
001930.jpg,1920,1080,car,1455,798,1728,1002
001930.jpg,1920,1080,car,1056,354,1294,568
001930.jpg,1920,1080,truck,359,257,473,412
001930.jpg,1920,1080,truck,331,168,419,289
001930.jpg,1920,1080,car,500,286,574,357
001930.jpg,1920,1080,chemical_vehicle,660,198,774,327
001930.jpg,1920,1080,truck,725,192,810,296
001931.jpg,1920,1080,car,1556,885,1844,1065
001931.jpg,1920,1080,car,1116,550,1268,667
001931.jpg,1920,1080,car,1226,489,1387,613
001931.jpg,1920,1080,car,896,319,987,391
001931.jpg,1920,1080,car,710,280,777,340
001931.jpg,1920,1080,car,658,253,712,296
001931.jpg,1920,1080,car,630,228,679,270
001931.jpg,1920,1080,car,510,309,591,379
001931.jpg,1920,1080,car,461,242,521,290
001931.jpg,1920,1080,car,427,204,472,242
001931.jpg,1920,1080,bus,340,176,413,270
001931.jpg,1920,1080,car,403,184,436,215
001931.jpg,1920,1080,truck,766,233,833,312
001931.jpg,1920,1080,truck,623,160,692,239
001931.jpg,1920,1080,truck,456,137,503,189
001931.jpg,1920,1080,truck,365,327,540,581
001932.jpg,1920,1080,truck,367,309,545,569
001932.jpg,1920,1080,bus,441,582,723,957
001932.jpg,1920,1080,car,673,525,818,661
001932.jpg,1920,1080,car,1009,486,1142,589
001932.jpg,1920,1080,car,908,318,996,397
001932.jpg,1920,1080,car,653,213,696,246
001932.jpg,1920,1080,car,388,168,419,200
001932.jpg,1920,1080,car,588,212,633,255
001932.jpg,1920,1080,car,329,176,358,199
001933.jpg,1920,1080,car,392,314,455,374
001933.jpg,1920,1080,car,409,183,444,212
001933.jpg,1920,1080,car,1021,485,1157,599
001933.jpg,1920,1080,car,784,317,873,392
001933.jpg,1920,1080,car,719,283,790,347
001933.jpg,1920,1080,car,603,228,651,269
001933.jpg,1920,1080,truck,683,170,774,274
001933.jpg,1920,1080,truck,324,145,374,205
001933.jpg,1920,1080,bus,543,147,597,208
001934.jpg,1920,1080,car,1366,566,1531,673
001934.jpg,1920,1080,car,616,438,738,558
001934.jpg,1920,1080,car,344,178,375,204
001934.jpg,1920,1080,car,385,170,413,198
001934.jpg,1920,1080,truck,543,145,604,209
001935.jpg,1920,1080,car,921,319,1016,407
001935.jpg,1920,1080,car,352,191,386,227
001936.jpg,1920,1080,car,739,300,813,354
001936.jpg,1920,1080,car,506,298,577,357
001936.jpg,1920,1080,car,406,188,444,223
001936.jpg,1920,1080,truck,327,152,370,202
001936.jpg,1920,1080,truck,350,174,421,267
001936.jpg,1920,1080,truck,366,268,500,438
001936.jpg,1920,1080,chemical_vehicle,473,135,522,189
001937.jpg,1920,1080,car,1193,587,1367,714
001937.jpg,1920,1080,car,801,334,888,411
001937.jpg,1920,1080,car,694,272,763,332
001937.jpg,1920,1080,car,617,234,669,278
001937.jpg,1920,1080,car,344,160,372,187
001937.jpg,1920,1080,car,317,168,345,190
001937.jpg,1920,1080,truck,711,185,821,294
001938.jpg,1920,1080,bus,350,199,425,288
001938.jpg,1920,1080,truck,477,135,528,187
001938.jpg,1920,1080,car,613,224,668,264
001938.jpg,1920,1080,car,769,313,848,381
001938.jpg,1920,1080,car,916,341,1009,414
001938.jpg,1920,1080,car,943,440,1056,529
001939.jpg,1920,1080,car,1272,659,1486,819
001939.jpg,1920,1080,car,1075,463,1210,559
001939.jpg,1920,1080,car,472,248,529,298
001939.jpg,1920,1080,car,603,224,651,258
001939.jpg,1920,1080,car,580,203,626,245
001939.jpg,1920,1080,car,365,240,420,296
001939.jpg,1920,1080,bus,680,180,774,277
001939.jpg,1920,1080,bus,490,140,536,190
001940.jpg,1920,1080,car,592,190,626,223
001940.jpg,1920,1080,car,644,213,682,249
001940.jpg,1920,1080,car,609,221,657,264
001940.jpg,1920,1080,car,748,300,826,366
001940.jpg,1920,1080,car,471,253,525,296
001940.jpg,1920,1080,car,511,301,595,380
001940.jpg,1920,1080,car,1051,393,1162,484
001940.jpg,1920,1080,car,962,450,1089,541
001940.jpg,1920,1080,truck,365,211,466,341
001940.jpg,1920,1080,truck,511,159,544,194
001941.jpg,1920,1080,car,1629,878,1920,1079
001941.jpg,1920,1080,car,631,464,755,582
001941.jpg,1920,1080,car,734,308,808,366
001941.jpg,1920,1080,car,540,346,623,415
001941.jpg,1920,1080,car,623,205,665,235
001941.jpg,1920,1080,car,534,187,573,220
001941.jpg,1920,1080,truck,579,164,625,218
001941.jpg,1920,1080,truck,343,172,376,217
001941.jpg,1920,1080,truck,350,244,470,394
001942.jpg,1920,1080,car,845,261,937,364
001942.jpg,1920,1080,car,337,175,369,201
001942.jpg,1920,1080,truck,417,909,764,1080
001943.jpg,1920,1080,car,700,646,886,811
001943.jpg,1920,1080,car,422,502,541,612
001943.jpg,1920,1080,car,449,395,548,482
001943.jpg,1920,1080,car,700,265,765,315
001943.jpg,1920,1080,car,682,229,733,266
001943.jpg,1920,1080,car,598,221,643,256
001943.jpg,1920,1080,car,1715,941,1920,1074
001943.jpg,1920,1080,truck,567,147,627,217
001943.jpg,1920,1080,truck,355,194,445,317
001943.jpg,1920,1080,truck,320,134,370,201
001944.jpg,1920,1080,truck,352,252,530,532
001944.jpg,1920,1080,truck,991,282,1191,479
001944.jpg,1920,1080,car,1528,820,1773,1000
001944.jpg,1920,1080,car,1154,550,1342,711
001944.jpg,1920,1080,car,924,423,1045,520
001944.jpg,1920,1080,car,807,344,895,408
001944.jpg,1920,1080,car,680,267,746,311
001944.jpg,1920,1080,car,519,171,545,194
001944.jpg,1920,1080,car,490,173,516,195
001944.jpg,1920,1080,truck,447,131,496,184
001945.jpg,1920,1080,car,877,879,1127,1080
001945.jpg,1920,1080,car,682,565,831,689
001945.jpg,1920,1080,car,489,320,571,387
001945.jpg,1920,1080,car,742,296,825,360
001945.jpg,1920,1080,car,611,195,649,234
001945.jpg,1920,1080,car,406,199,444,236
001945.jpg,1920,1080,car,428,195,462,231
001945.jpg,1920,1080,car,541,175,572,204
001945.jpg,1920,1080,car,533,193,567,221
001945.jpg,1920,1080,car,394,180,427,204
001945.jpg,1920,1080,truck,340,171,392,235
001946.jpg,1920,1080,car,484,265,547,323
001946.jpg,1920,1080,car,792,267,866,326
001946.jpg,1920,1080,car,401,187,436,216
001946.jpg,1920,1080,car,320,170,348,194
001946.jpg,1920,1080,bus,349,164,400,230
001946.jpg,1920,1080,bus,555,154,605,210
001947.jpg,1920,1080,bus,337,178,406,259
001947.jpg,1920,1080,truck,333,142,382,209
001947.jpg,1920,1080,car,572,182,602,208
001948.jpg,1920,1080,car,1502,819,1744,987
001948.jpg,1920,1080,car,1024,402,1132,480
001948.jpg,1920,1080,car,646,239,698,291
001948.jpg,1920,1080,car,554,197,591,227
001948.jpg,1920,1080,truck,338,158,397,232
001948.jpg,1920,1080,car,512,169,539,191
001949.jpg,1920,1080,car,422,475,540,572
001949.jpg,1920,1080,car,888,379,1000,467
001949.jpg,1920,1080,car,732,247,788,292
001949.jpg,1920,1080,car,492,294,569,350
001949.jpg,1920,1080,car,449,229,497,272
001949.jpg,1920,1080,car,344,236,398,284
001949.jpg,1920,1080,car,577,210,622,248
001949.jpg,1920,1080,car,549,196,581,223
001949.jpg,1920,1080,car,518,183,547,211
001949.jpg,1920,1080,truck,514,138,562,196
001950.jpg,1920,1080,car,1148,564,1323,696
001950.jpg,1920,1080,car,678,562,835,718
001950.jpg,1920,1080,car,349,182,379,206
001950.jpg,1920,1080,car,377,174,403,195
001950.jpg,1920,1080,car,612,226,662,268
001950.jpg,1920,1080,truck,529,142,585,199
001951.jpg,1920,1080,truck,400,406,653,786
001951.jpg,1920,1080,truck,349,181,433,284
001951.jpg,1920,1080,bus,716,206,791,285
001951.jpg,1920,1080,car,537,190,570,221
001951.jpg,1920,1080,car,604,224,652,266
001951.jpg,1920,1080,car,719,287,797,345
001951.jpg,1920,1080,car,828,364,921,436
001952.jpg,1920,1080,car,1101,421,1221,519
001952.jpg,1920,1080,car,366,274,433,321
001952.jpg,1920,1080,car,446,242,500,286
001952.jpg,1920,1080,car,427,214,470,250
001952.jpg,1920,1080,car,398,186,433,216
001952.jpg,1920,1080,car,340,190,375,218
001952.jpg,1920,1080,car,368,183,394,207
001952.jpg,1920,1080,car,331,175,359,196
001952.jpg,1920,1080,car,369,171,396,191
001952.jpg,1920,1080,truck,377,131,428,171
001952.jpg,1920,1080,chemical_vehicle,379,315,557,585
001953.jpg,1920,1080,car,383,170,408,191
001953.jpg,1920,1080,car,394,175,425,204
001953.jpg,1920,1080,car,404,187,441,220
001953.jpg,1920,1080,car,431,212,474,248
001953.jpg,1920,1080,car,450,237,504,275
001953.jpg,1920,1080,car,473,264,531,309
001953.jpg,1920,1080,car,540,176,571,201
001953.jpg,1920,1080,car,695,264,762,328
001953.jpg,1920,1080,car,1000,493,1128,598
001953.jpg,1920,1080,car,546,327,626,414
001953.jpg,1920,1080,car,401,570,535,736
001953.jpg,1920,1080,truck,328,160,392,243
001953.jpg,1920,1080,truck,360,256,499,442
001953.jpg,1920,1080,truck,822,222,960,363
001954.jpg,1920,1080,truck,349,172,420,263
001954.jpg,1920,1080,car,428,201,471,239
001954.jpg,1920,1080,car,861,310,939,366
001954.jpg,1920,1080,car,483,167,512,187
001955.jpg,1920,1080,car,1587,902,1892,1080
001955.jpg,1920,1080,car,521,173,550,196
001955.jpg,1920,1080,car,629,234,680,276
001955.jpg,1920,1080,car,424,202,468,237
001955.jpg,1920,1080,car,379,175,406,197
001955.jpg,1920,1080,car,342,163,361,185
001955.jpg,1920,1080,truck,1119,340,1353,564
001955.jpg,1920,1080,truck,309,147,345,191
001956.jpg,1920,1080,car,1534,835,1787,1004
001956.jpg,1920,1080,car,343,176,374,200
001956.jpg,1920,1080,car,385,173,417,199
001956.jpg,1920,1080,car,602,215,650,259
001956.jpg,1920,1080,car,651,245,699,290
001956.jpg,1920,1080,car,543,350,636,431
001956.jpg,1920,1080,car,792,341,873,405
001956.jpg,1920,1080,car,952,446,1070,533
001956.jpg,1920,1080,car,1086,426,1196,505
001956.jpg,1920,1080,truck,434,849,891,1080
001956.jpg,1920,1080,truck,731,193,818,296
001956.jpg,1920,1080,truck,606,153,673,232
001956.jpg,1920,1080,truck,539,143,589,204
001956.jpg,1920,1080,truck,334,126,377,167
001956.jpg,1920,1080,car,672,539,808,659
001957.jpg,1920,1080,car,809,891,1043,1080
001957.jpg,1920,1080,car,874,384,979,475
001957.jpg,1920,1080,car,844,305,918,360
001957.jpg,1920,1080,car,682,262,747,316
001957.jpg,1920,1080,car,558,382,652,457
001957.jpg,1920,1080,car,375,189,409,213
001957.jpg,1920,1080,car,514,168,541,196
001957.jpg,1920,1080,truck,599,155,660,234
001957.jpg,1920,1080,truck,353,212,453,336
001958.jpg,1920,1080,truck,1237,432,1401,595
001958.jpg,1920,1080,truck,335,153,392,228
001958.jpg,1920,1080,truck,453,133,499,181
001958.jpg,1920,1080,car,384,171,412,196
001958.jpg,1920,1080,car,408,189,446,213
001958.jpg,1920,1080,car,617,201,654,232
001958.jpg,1920,1080,car,681,272,743,317
001958.jpg,1920,1080,car,894,396,994,473
001958.jpg,1920,1080,car,1822,835,1920,1009
001959.jpg,1920,1080,car,607,441,718,537
001959.jpg,1920,1080,car,548,365,633,430
001959.jpg,1920,1080,car,440,215,487,252
001959.jpg,1920,1080,car,453,243,509,291
001959.jpg,1920,1080,truck,326,143,374,198
001959.jpg,1920,1080,truck,346,187,404,250
001959.jpg,1920,1080,truck,347,236,467,377
001959.jpg,1920,1080,truck,364,303,526,529
001960.jpg,1920,1080,car,1464,795,1712,975
001960.jpg,1920,1080,car,593,420,705,524
001960.jpg,1920,1080,car,786,269,853,323
001960.jpg,1920,1080,car,640,233,697,281
001960.jpg,1920,1080,car,479,160,517,196
001960.jpg,1920,1080,truck,448,133,498,178
001960.jpg,1920,1080,truck,319,135,365,198
001961.jpg,1920,1080,truck,398,395,655,776
001961.jpg,1920,1080,truck,351,173,403,242
001961.jpg,1920,1080,truck,561,145,617,211
001961.jpg,1920,1080,car,540,192,574,223
001961.jpg,1920,1080,car,661,220,707,255
001961.jpg,1920,1080,car,590,216,634,252
001961.jpg,1920,1080,car,710,289,782,343
001961.jpg,1920,1080,car,853,369,939,442
001961.jpg,1920,1080,car,1422,759,1653,917
001961.jpg,1920,1080,car,766,665,952,852
001962.jpg,1920,1080,car,859,307,939,364
001963.jpg,1920,1080,car,715,295,785,351
001963.jpg,1920,1080,car,642,237,698,288
001963.jpg,1920,1080,car,580,215,622,247
001963.jpg,1920,1080,car,1276,658,1485,822
001963.jpg,1920,1080,car,1665,725,1920,917
001963.jpg,1920,1080,car,541,193,573,224
001963.jpg,1920,1080,truck,512,139,564,188
001963.jpg,1920,1080,bus,751,224,829,309
001963.jpg,1920,1080,bus,1126,357,1378,579
001964.jpg,1920,1080,truck,407,571,797,1080
001964.jpg,1920,1080,truck,342,169,413,258
001964.jpg,1920,1080,chemical_vehicle,565,147,625,219
001964.jpg,1920,1080,car,720,282,786,339
001964.jpg,1920,1080,car,591,396,698,503
001964.jpg,1920,1080,bus,380,132,428,172
001965.jpg,1920,1080,bus,949,328,1201,578
001965.jpg,1920,1080,truck,341,153,394,223
001965.jpg,1920,1080,truck,590,152,651,227
001965.jpg,1920,1080,car,600,222,644,257
001965.jpg,1920,1080,car,866,291,940,357
001965.jpg,1920,1080,car,1573,849,1861,1023
001966.jpg,1920,1080,car,594,218,633,251
001966.jpg,1920,1080,car,619,231,662,272
001966.jpg,1920,1080,car,669,253,733,303
001966.jpg,1920,1080,car,718,287,791,344
001966.jpg,1920,1080,car,853,385,951,455
001966.jpg,1920,1080,car,898,322,987,387
001966.jpg,1920,1080,car,389,176,416,197
001966.jpg,1920,1080,car,531,190,561,215
001966.jpg,1920,1080,car,598,188,631,222
001966.jpg,1920,1080,car,1014,383,1121,468
001966.jpg,1920,1080,car,999,473,1123,562
001966.jpg,1920,1080,car,1203,477,1334,563
001966.jpg,1920,1080,car,1144,589,1324,712
001966.jpg,1920,1080,car,815,792,1044,992
001966.jpg,1920,1080,truck,527,157,570,200
001966.jpg,1920,1080,truck,650,165,737,258
001966.jpg,1920,1080,truck,360,244,496,435
001966.jpg,1920,1080,bus,335,161,383,214
001967.jpg,1920,1080,bus,601,163,657,228
001967.jpg,1920,1080,bus,635,187,689,244
001967.jpg,1920,1080,car,634,219,680,263
001967.jpg,1920,1080,car,583,213,625,250
001967.jpg,1920,1080,car,524,310,592,370
001967.jpg,1920,1080,car,467,254,528,308
001967.jpg,1920,1080,car,434,882,655,1076
001967.jpg,1920,1080,car,539,172,566,201
001967.jpg,1920,1080,car,516,169,539,193
001967.jpg,1920,1080,car,517,182,545,210
001967.jpg,1920,1080,car,365,170,394,190
001967.jpg,1920,1080,truck,322,140,365,202
001967.jpg,1920,1080,truck,349,215,457,361
001967.jpg,1920,1080,truck,374,298,563,585
001968.jpg,1920,1080,truck,331,156,385,231
001968.jpg,1920,1080,truck,346,241,472,414
001968.jpg,1920,1080,chemical_vehicle,448,129,493,185
001968.jpg,1920,1080,car,379,171,406,196
001968.jpg,1920,1080,car,456,239,506,280
001968.jpg,1920,1080,car,636,205,679,241
001968.jpg,1920,1080,car,721,240,779,288
001968.jpg,1920,1080,car,731,302,802,359
001968.jpg,1920,1080,car,497,175,525,198
001968.jpg,1920,1080,car,536,190,569,219
001968.jpg,1920,1080,car,1030,387,1132,461
001968.jpg,1920,1080,car,1242,635,1429,783
001968.jpg,1920,1080,car,1569,671,1805,835
001968.jpg,1920,1080,car,621,454,751,585
001969.jpg,1920,1080,car,434,415,544,513
001969.jpg,1920,1080,car,458,238,512,287
001969.jpg,1920,1080,car,415,194,452,228
001969.jpg,1920,1080,car,359,230,405,268
001969.jpg,1920,1080,car,627,209,671,241
001969.jpg,1920,1080,car,531,174,556,196
001969.jpg,1920,1080,car,553,162,588,206
001970.jpg,1920,1080,car,865,310,946,367
001970.jpg,1920,1080,car,661,251,719,302
001970.jpg,1920,1080,car,365,225,413,273
001970.jpg,1920,1080,car,601,200,640,227
001970.jpg,1920,1080,car,611,226,657,259
001971.jpg,1920,1080,car,552,325,630,411
001971.jpg,1920,1080,car,763,267,828,315
001971.jpg,1920,1080,car,667,256,723,299
001971.jpg,1920,1080,car,663,217,709,253
001971.jpg,1920,1080,car,594,217,641,255
001971.jpg,1920,1080,car,610,196,647,226
001971.jpg,1920,1080,car,532,189,562,214
001971.jpg,1920,1080,truck,527,143,579,197
001971.jpg,1920,1080,truck,337,159,407,259
001971.jpg,1920,1080,bus,362,255,477,390
001972.jpg,1920,1080,car,1047,402,1159,484
001972.jpg,1920,1080,car,858,367,953,438
001972.jpg,1920,1080,car,540,368,630,441
001972.jpg,1920,1080,car,696,228,750,274
001972.jpg,1920,1080,car,424,206,467,241
001972.jpg,1920,1080,car,361,219,407,259
001972.jpg,1920,1080,truck,339,157,382,208
001973.jpg,1920,1080,car,855,301,936,363
001973.jpg,1920,1080,car,416,215,459,248
001973.jpg,1920,1080,truck,431,129,477,174
001974.jpg,1920,1080,car,748,246,808,300
001974.jpg,1920,1080,car,588,212,628,246
001974.jpg,1920,1080,car,335,159,365,184
001974.jpg,1920,1080,truck,650,167,734,256
001975.jpg,1920,1080,car,894,311,971,373
001975.jpg,1920,1080,car,827,359,921,426
001975.jpg,1920,1080,car,778,280,844,329
001975.jpg,1920,1080,car,748,661,923,834
001975.jpg,1920,1080,car,708,289,783,352
001975.jpg,1920,1080,car,356,238,406,279
001975.jpg,1920,1080,car,404,187,439,215
001975.jpg,1920,1080,car,641,244,690,286
001975.jpg,1920,1080,truck,327,147,378,214
001975.jpg,1920,1080,truck,634,161,702,244
001975.jpg,1920,1080,truck,596,169,671,269
001975.jpg,1920,1080,truck,372,402,545,635
001975.jpg,1920,1080,bus,700,190,783,279
001976.jpg,1920,1080,truck,352,172,403,232
001976.jpg,1920,1080,truck,355,206,420,265
001976.jpg,1920,1080,truck,369,236,475,376
001976.jpg,1920,1080,car,413,189,447,218
001976.jpg,1920,1080,car,736,298,805,355
001976.jpg,1920,1080,car,883,317,964,384
001976.jpg,1920,1080,car,1002,396,1109,470
001976.jpg,1920,1080,car,973,450,1091,530
001976.jpg,1920,1080,car,931,906,1198,1080
001976.jpg,1920,1080,car,546,194,584,230
001976.jpg,1920,1080,chemical_vehicle,662,161,744,260
001977.jpg,1920,1080,car,1538,822,1787,997
001977.jpg,1920,1080,car,612,515,744,630
001977.jpg,1920,1080,car,387,479,519,610
001977.jpg,1920,1080,car,649,244,707,292
001977.jpg,1920,1080,car,409,191,449,226
001977.jpg,1920,1080,car,351,194,390,230
001977.jpg,1920,1080,car,374,167,405,194
001978.jpg,1920,1080,car,799,324,881,404
001978.jpg,1920,1080,car,569,207,609,242
001978.jpg,1920,1080,truck,336,149,389,218
001978.jpg,1920,1080,truck,464,137,510,190
001978.jpg,1920,1080,chemical_vehicle,573,150,632,219
001978.jpg,1920,1080,truck,1563,537,1920,1013
001979.jpg,1920,1080,car,964,352,1053,426
001979.jpg,1920,1080,car,708,279,776,338
001979.jpg,1920,1080,car,629,236,687,285
001979.jpg,1920,1080,car,656,212,701,250
001979.jpg,1920,1080,car,584,215,630,251
001979.jpg,1920,1080,car,546,195,581,230
001979.jpg,1920,1080,car,462,232,513,281
001979.jpg,1920,1080,car,448,213,496,259
001979.jpg,1920,1080,truck,372,126,425,167
001979.jpg,1920,1080,truck,467,137,518,192
001979.jpg,1920,1080,truck,586,149,643,223
001979.jpg,1920,1080,truck,344,177,418,268
001979.jpg,1920,1080,truck,354,237,465,375
001980.jpg,1920,1080,truck,657,164,741,256
001980.jpg,1920,1080,truck,548,144,603,205
001980.jpg,1920,1080,truck,335,147,389,221
001980.jpg,1920,1080,car,1498,822,1770,1020
001980.jpg,1920,1080,car,1169,469,1298,560
001980.jpg,1920,1080,car,1033,505,1173,606
001980.jpg,1920,1080,car,831,355,926,433
001980.jpg,1920,1080,car,766,314,839,369
001980.jpg,1920,1080,car,699,279,765,328
001980.jpg,1920,1080,car,624,232,677,274
001980.jpg,1920,1080,car,578,207,625,246
001980.jpg,1920,1080,car,542,198,575,224
001980.jpg,1920,1080,truck,384,497,707,1024
001980.jpg,1920,1080,chemical_vehicle,395,316,576,548
001981.jpg,1920,1080,bus,367,262,479,408
001981.jpg,1920,1080,truck,686,169,774,281
001981.jpg,1920,1080,car,553,182,585,206
001981.jpg,1920,1080,car,578,206,620,244
001982.jpg,1920,1080,car,335,179,362,201
001982.jpg,1920,1080,car,359,162,385,186
001982.jpg,1920,1080,bus,357,226,455,346
001982.jpg,1920,1080,truck,702,172,797,282
001982.jpg,1920,1080,truck,517,140,566,201
001982.jpg,1920,1080,car,532,189,569,221
001983.jpg,1920,1080,truck,675,179,774,276
001983.jpg,1920,1080,truck,542,144,596,203
001983.jpg,1920,1080,car,334,163,359,182
001984.jpg,1920,1080,car,1448,764,1689,952
001984.jpg,1920,1080,car,435,221,482,261
001984.jpg,1920,1080,truck,653,169,739,257
001984.jpg,1920,1080,truck,600,164,653,228
001984.jpg,1920,1080,bus,504,146,552,193
001985.jpg,1920,1080,car,434,548,573,669
001985.jpg,1920,1080,car,1094,444,1218,531
001985.jpg,1920,1080,car,340,177,372,204
001985.jpg,1920,1080,car,402,187,435,215
001985.jpg,1920,1080,car,429,208,471,249
001985.jpg,1920,1080,car,691,226,744,270
001985.jpg,1920,1080,car,612,202,651,231
001986.jpg,1920,1080,car,737,657,904,804
001986.jpg,1920,1080,car,435,630,601,789
001986.jpg,1920,1080,car,479,266,544,322
001986.jpg,1920,1080,car,363,226,411,265
001986.jpg,1920,1080,car,446,232,497,271
001986.jpg,1920,1080,car,425,204,469,244
001986.jpg,1920,1080,car,611,225,657,260
001986.jpg,1920,1080,car,368,169,398,195
001986.jpg,1920,1080,car,528,172,557,194
001987.jpg,1920,1080,car,1147,576,1311,697
001987.jpg,1920,1080,car,1164,466,1311,574
001987.jpg,1920,1080,car,785,327,867,406
001987.jpg,1920,1080,car,568,448,673,541
001987.jpg,1920,1080,car,385,317,468,396
001987.jpg,1920,1080,car,355,189,390,218
001987.jpg,1920,1080,car,388,179,419,202
001987.jpg,1920,1080,car,770,257,833,311
001987.jpg,1920,1080,car,707,232,759,269
001987.jpg,1920,1080,car,704,275,779,336
001987.jpg,1920,1080,car,643,245,697,286
001987.jpg,1920,1080,car,601,220,648,256
001987.jpg,1920,1080,truck,553,149,612,211
001988.jpg,1920,1080,car,356,349,442,412
001988.jpg,1920,1080,car,488,302,564,359
001988.jpg,1920,1080,car,1349,686,1565,844
001988.jpg,1920,1080,car,1442,618,1629,735
001988.jpg,1920,1080,car,1097,522,1256,643
001988.jpg,1920,1080,car,1188,473,1325,578
001988.jpg,1920,1080,car,1011,381,1114,453
001988.jpg,1920,1080,car,751,253,807,297
001988.jpg,1920,1080,car,714,298,786,349
001988.jpg,1920,1080,car,679,262,744,314
001988.jpg,1920,1080,car,680,222,729,259
001988.jpg,1920,1080,car,622,231,677,285
001988.jpg,1920,1080,car,597,216,639,248
001988.jpg,1920,1080,car,553,200,589,225
001988.jpg,1920,1080,car,542,182,580,211
001988.jpg,1920,1080,truck,338,160,402,241
001989.jpg,1920,1080,truck,371,255,437,338
001989.jpg,1920,1080,truck,336,181,417,284
001989.jpg,1920,1080,car,498,304,572,363
001989.jpg,1920,1080,car,751,303,828,366
001989.jpg,1920,1080,car,819,292,890,350
001989.jpg,1920,1080,car,716,235,777,287
001989.jpg,1920,1080,car,577,204,623,249
001989.jpg,1920,1080,car,403,180,437,213
001989.jpg,1920,1080,car,530,188,566,220
001989.jpg,1920,1080,car,525,173,557,199
001989.jpg,1920,1080,car,487,163,516,188
001990.jpg,1920,1080,chemical_sign,1767,627,1812,674
001990.jpg,1920,1080,chemical_sign,1591,609,1608,651
001990.jpg,1920,1080,chemical_vehicle,1486,531,1861,834
001990.jpg,1920,1080,truck,1070,310,1323,548
001990.jpg,1920,1080,truck,354,201,445,328
001990.jpg,1920,1080,truck,335,147,389,217
001990.jpg,1920,1080,car,464,238,521,289
001990.jpg,1920,1080,car,649,248,699,294
001990.jpg,1920,1080,car,682,227,728,266
001991.jpg,1920,1080,car,404,515,527,639
001991.jpg,1920,1080,car,450,237,506,283
001991.jpg,1920,1080,car,301,169,333,193
001991.jpg,1920,1080,truck,326,181,402,274
001991.jpg,1920,1080,truck,453,139,501,192
001991.jpg,1920,1080,truck,1766,721,1920,943
001992.jpg,1920,1080,truck,702,273,774,340
001992.jpg,1920,1080,truck,438,227,491,274
001992.jpg,1920,1080,truck,934,922,1181,1080
001992.jpg,1920,1080,car,318,166,341,186
001992.jpg,1920,1080,car,359,175,380,194
001992.jpg,1920,1080,car,378,178,405,201
001992.jpg,1920,1080,car,336,185,364,208
001992.jpg,1920,1080,car,407,194,438,226
001992.jpg,1920,1080,truck,344,199,437,315
001993.jpg,1920,1080,car,376,386,472,463
